id,name,total_ratings,stars,genres,imdb_link,tmdb_link,description,release_year,label,duration,languages,directors,cast,img_link
657,Yankee Zulu,48,2.57,['Comedy'],https://www.imdb.com/title/tt0111787,https://www.themoviedb.org/movie/16417,"Two South African boys, one white, Rhino, and one black, Zulu, go their separate ways after an incident. Many years later, they meet up again as adults, when one, after living for years in the United States, is now a wanted criminal. The two end up being a part of a madcap chase involving a check for a large amount of lottery money, pursued by Gen. Diehard and Rhino's ex-wife Rowena, who was the cause of the rift between the two protagonists.",1993,,100 minutes,"['Afrikaans', 'English']",['Gray Hofmeyr'],"['Leon Schuster', 'John Matshikiza', 'Wilson Dunster', 'Terri Treas', 'Michelle Bowes', 'Tolla Van Der Merwe', 'Peter Hugo', 'Skye Svorinic', 'Ruan Mandelstam', 'Bobo Seritsani', 'Marie Van Deventer']",https://image.tmdb.org/t/p/original/mY9bISF8RWaHNsnlC6ULLY5h1fw.jpg
658,Billy's Holiday,55,3.05,[''],https://www.imdb.com/title/tt0112509,https://www.themoviedb.org/movie/70934,"This movie is all about a normal guy called Billy Apples. He is a social drinker and sometimes lead singer of a band. While he is doing all of this, he still manages to bring up his teenage daughter. One night while sitting at home Billy finds that he has a talent! He finds that he is able to sing like his idol, 50's singer Billie Holiday. From there he is going places, from huge live performances to even cutting a hit record, but in the end he must make a choice between the life he has, and the life he once knew. Written by Graham Wilson Jr",1995,R,92 minutes,[''],['Richard Wherrett'],"['Max Cullen', 'Kris McQuade', 'Tina Bursill', 'Drew Forsythe', 'Geneviève Lemon', 'Richard Roxburgh', 'Rachael Coopes', 'Arianthe Galani', 'Garry Scale', 'Dylan Walters', 'Laurence Clifford', 'Maggie Kirkpatrick', 'Sacha Horler', 'Jade Gatt', 'Maryanne Puntoriero']",
659,Purple Noon,600,3.76,"['Crime', 'Thriller', 'Drama']",https://www.imdb.com/title/tt0054189,https://www.themoviedb.org/movie/10363,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",1960,PG-13,115 minutes,"['English', 'Français', 'Italiano']",['René Clément'],"['Alain Delon', 'Marie Laforêt', 'Maurice Ronet', 'Erno Crisa', 'Frank Latimore', 'Billy Kearns', 'Ave Ninchi', 'Viviane Chantel', 'Nerio Bernardi', 'Barbel Fanger', 'Lily Romanelli', 'Nicolas Petrov', 'Elvira Popescu', 'Romy Schneider', 'Paul Müller', 'René Clément', 'Jacqueline Decaë', 'Leonello Zanchi', 'Walter Grant', 'Nino Vingelli']",https://image.tmdb.org/t/p/original/A2dUt4W9LKSmMtvYsDTay6Ruw9t.jpg
660,August,136,2.99,"['Romance', 'Comedy', 'Drama']",https://www.imdb.com/title/tt0115591,https://www.themoviedb.org/movie/161070,"Set in 1890s North Wales over a long, hot August weekend, the Victorian calm of a household is suddenly upset with the arrival of a London couple who impose their city ways and thoughts on the more rurally based family. An adaptation of Anton Chekhov's play, ""Uncle Vanya.""",1996,PG-13,94 minutes,['English'],['Anthony Hopkins'],"['Anthony Hopkins', 'Leslie Phillips', 'Kate Burton', 'Gawn Grainger', 'Rhian Morgan', 'Menna Trussler', 'Rhys Ifans']",https://image.tmdb.org/t/p/original/zMKJPmFbDW0qp09wLd0KI0k09El.jpg
661,James and the Giant Peach,13410,3.28,"['Adventure', 'Animation', 'Family', 'Fantasy']",https://www.imdb.com/title/tt0116683,https://www.themoviedb.org/movie/10539,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",1996,PG,79 minutes,['English'],['Henry Selick'],"['Paul Terry', 'Miriam Margolyes', 'Joanna Lumley', 'Pete Postlethwaite', 'Simon Callow', 'Richard Dreyfuss', 'Jane Leeves', 'Susan Sarandon', 'David Thewlis', 'Steven Culp', 'Susan Turner-Cray', 'Cirocco Dunlap', 'Kathryn Howell', 'Mike Starr', 'Michael Girardin', 'J. Stephen Coyle', 'Tony Haney', 'Mario Yedidia', 'Jeff Mosley', 'Jeff Bennett', 'Sally Stevens']",https://image.tmdb.org/t/p/original/6kTLm7zfwKAgAcGnaVU0uT4QYug.jpg
662,Fear,3296,3.25,['Thriller'],https://www.imdb.com/title/tt0116287,https://www.themoviedb.org/movie/10543,"Nicole Walker always dreamed of being swept away by someone special — someone strong, sexy and sensitive who would care for her more than anything else in the world. David is all that and more: a modern-day knight who charms and seduces her, body and soul. But her perfect boyfriend is not all he seems to be. His sweet facade masks a savage, dark side that will soon transform Nicole's dream into a nightmare.",1996,R,97 minutes,['English'],['James Foley'],"['Mark Wahlberg', 'Reese Witherspoon', 'William Petersen', 'Amy Brenneman', 'Alyssa Milano', 'Christopher Gray', 'Tracy Fraim', 'Gary Riley', 'Jason Kristofer', 'Jed Rees', 'Todd Caldecott', 'Gerry Bean', 'David Fredericks', 'Ravinder Toor', 'Andrew Airlie', 'Jo Bates', 'Will Sengotta', 'L. Harvey Gold', 'Banner']",https://image.tmdb.org/t/p/original/sGarcTyLnoVxHoGHZPSBlm5LbWo.jpg
663,Kids in the Hall: Brain Candy,3575,3.36,['Comedy'],https://www.imdb.com/title/tt0116768,https://www.themoviedb.org/movie/18414,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",1996,R,89 minutes,"['English', 'Français']",['Kelly Makin'],"['Dave Foley', 'Bruce McCulloch', 'Kevin McDonald', 'Mark McKinney', 'Scott Thompson', 'Kathryn Greenwood', 'Nicole de Boer', 'Krista Bridges', 'Christopher Redman', 'Sherry Hilliard', 'Brendan Fraser', 'Janeane Garofalo', 'Lindsay Leese', 'Kirsten Johnson', 'Jackie Harris Greenberg', 'Erica Fairfield']",https://image.tmdb.org/t/p/original/6B2mcqeBvbvipsdwCkJumG2LjHS.jpg
664,Faithful,335,3.04,"['Comedy', 'Crime', 'Drama']",https://www.imdb.com/title/tt0116269,https://www.themoviedb.org/movie/47502,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",1996,R,91 minutes,['English'],['Paul Mazursky'],"['Cher', 'Chazz Palminteri', ""Ryan O'Neal"", 'Paul Mazursky', 'Amber Smith', 'Elisa Leonetti', 'Mark Nassar', 'Stephen Spinella', 'Jeffrey Wright', 'David Marino', 'Steven Randazzo', 'Olinda Turturro', 'Max Norat', 'Allison Janney', ""Chris O'Neill"", 'Michael Mulheren', 'Jerry Walsh', 'Gianna Palminteri', 'Omar Scroggins', 'Zakee Howze', 'Paul Ronan', 'Steve Carrieri', 'George Gerard', 'Patrick Smith']",https://image.tmdb.org/t/p/original/2Oh9eTW9l2NKL7rmJy7uHvVRTWR.jpg
665,Underground,1620,3.95,"['Comedy', 'Drama', 'War']",https://www.imdb.com/title/tt0114787,https://www.themoviedb.org/movie/11902,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate.",1995,,170 minutes,"['Français', 'Deutsch', 'Srpski']",['Emir Kusturica'],"['Miki Manojlović', 'Lazar Ristovski', 'Mirjana Joković', 'Slavko Štimac', 'Ernst Stötzner', ""Srđan 'Žika' Todorović"", 'Mirjana Karanović', 'Milena Pavlović Čučilović', ""Danilo 'Bata' Stojković"", 'Borivoje Todorović', 'Davor Dujmović', 'Dr. Nele Karajlić', 'Branislav Lečić', ""Dragoslav 'Dragan' Nikolić"", 'Erol Kadić', 'Predrag Zagorac', 'Hark Bohm', 'Petar Kralj', 'Branko Cvejić', 'Josif Tatić', 'Zdena Hurtočakova', 'Albena Stavreva', 'Tatjana Kecman', 'Elizabeta Đorevska', 'Peter Mountain', 'Mirsad Tuka', 'Batica Nikalić', 'Desa Biogradlija', 'Zoran Miljković', 'Rick Dano', 'Radovan Marković', 'Ljiljana Jovanović', 'Anja Popović', 'Emir Kusturica']",https://image.tmdb.org/t/p/original/2nerKhF40OzjnGGOyzHcsAw8T53.jpg
666,All Things Fair,218,3.42,"['Drama', 'Romance', 'War']",https://www.imdb.com/title/tt0113720,https://www.themoviedb.org/movie/27098,"Stig is a 15-year-old pupil of 37-year-old teacher Viola. He is attracted by her beauty and maturity while she is drawn to him by his youth and innocence, a godsent relief from her drunk and miserable husband.",1995,,125 minutes,"['Deutsch', 'svenska', 'English']",['Bo Widerberg'],"['Johan Widerberg', 'Marika Lagercrantz', 'Tomas von Brömssen', 'Karin Huldt', 'Nina Gunke', 'Kenneth Milldoff', 'Björn Kjellman', 'Frida Lindholm', 'Sigge Cederlund', 'Monica Stenbeck', 'Frida Farrell', 'Peter Larsdotter', 'Magnus Andersson', 'Thomaz Ransmyr', 'George Bisset', 'Gösta Ekstrand', 'Hilda Suovanen', 'Per Olov Börjeson', 'Jörgen Svensson', 'Nynne Schwartz', 'Michael Lindström']",https://image.tmdb.org/t/p/original/pluZ6yhOnh4PLFMXrsk0c59x68u.jpg
667,Bloodsport II,1196,2.56,"['Action', 'Thriller']",https://www.imdb.com/title/tt0112536,https://www.themoviedb.org/movie/25087,"After thief Alex Cardo gets caught while stealing an ancient katana in East Asia, he soon finds himself imprisoned and beaten up by the crowd there. One of the guards, Demon, feels upset by Alex appearance and tortures him as often as he gets the opportunity. Alex finds a friend and mentor in the jailhouse, Master Sun, who teaches him a superior fighting style called Iron Hand. When a 'best of the best kumite' is to take place, Demon gets an invitation. Now Master Sun and Alex need to find a way to let Alex take part in the kumite too.",1996,R,90 minutes,['English'],['Alan Mehrez'],"['Daniel Bernhardt', 'Pat Morita', 'Donald Gibb', 'James Hong', 'Lori Lynn Dickerson', 'Philip Tan', 'Ong Soo Han', 'Nicholas Hill', 'Ron Hall', 'Master Hee Il Cho', 'Lisa McCullough', 'Jeff Wolfe', 'Chad Stahelski', 'Nils Allen Stewart', 'Eric Lee']",https://image.tmdb.org/t/p/original/b1SnZp7plCJ6orHzkBX9fBwVrwp.jpg
668,Pather Panchali,1160,4.08,['Drama'],https://www.imdb.com/title/tt0048473,https://www.themoviedb.org/movie/5801,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",1955,,125 minutes,['বাংলা'],['Satyajit Ray'],"['Subir Banerjee', 'Uma Das Gupta', 'Karuna Banerjee', 'Kanu Bannerjee', 'Chunibala Devi', 'Runki Banerjee', 'Reba Devi', 'Aparna Devi', 'Tulsi Chakraborty', 'Haren Banerjee', 'Rampada Das', 'Nibhanani Devi', 'Rama Gangopadhaya', 'Roma Ganguli', 'Binoy Mukherjee', 'Haridhan Nag', 'Harimohan Nag', 'Kshirod Roy', 'Suren Roy']",https://image.tmdb.org/t/p/original/ibJuTdFmYGOiiUzJ5HzHU4EAuf1.jpg
669,,,,[],,,,,,,,,,
670,Apur Sansar,938,4.12,['Drama'],https://www.imdb.com/title/tt0052572,https://www.themoviedb.org/movie/896,Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding. Preserved by the Academy Film Archive in 1996.,1959,PG-13,105 minutes,"['বাংলা', 'English']",['Satyajit Ray'],"['Soumitra Chatterjee', 'Sharmila Tagore', 'Alok Chakravarty', 'Swapan Mukherjee', 'Dhiresh Majumdar', 'Sefalika Devi', 'Dhiren Ghosh', 'Shanti Bhattacherjee', 'Abhijit Chatterjee', 'Belarani Devi', 'Jogesh Chatterjee', 'Tushar Bandyopadhyay', 'Gupi Banerjee', 'Panchanan Bhattacharya', 'Jiten Bhons', 'Asha Devi', 'Bechu Singha']",https://image.tmdb.org/t/p/original/d3RW7jRsBCHfC9QZaUF9FpzJrh8.jpg
671,Mystery Science Theater 3000: The Movie,7482,3.65,"['Comedy', 'Science Fiction']",https://www.imdb.com/title/tt0117128,https://www.themoviedb.org/movie/3065,"Dr. Clayton Forrester figures he can rule the world if he deadens his subjects' brains by making them endure terrible movies. Exploiting his access to nearby satellite-dwellers Mike Nelson and his robot pals, Crow T. Robot and Tom Servo, Forrester makes them watch ""This Island Earth"", a cheesy 1950s spaceship film. But when Mike and friends make funny comments throughout the movie and others that follow, Forrester's plan looks increasingly flimsy.",1996,PG-13,73 minutes,['English'],['Jim Mallon'],,https://image.tmdb.org/t/p/original/hXD4z5xykt9G7SLXstUB96RFflh.jpg
672,Tarantella,28,2.43,['Drama'],https://www.imdb.com/title/tt0114616,https://www.themoviedb.org/movie/318177,"When her mother suddenly dies, Diane Di Sorella must return to her New Jersey home after years of being estranged from her family.",1995,,100 minutes,['English'],['Helen De Michiel'],"['Mira Sorvino', 'Rose Gregorio', 'Matthew Lillard', 'Frank Pellegrino', 'Stephen Spinella', 'Maryann Urbano', 'Antonia Rey', 'Melissa Maxwell', 'Magda Lang', 'Sean Baldwin', 'Derek Vontreras', 'Gaetano Lisco']",
673,Space Jam,14574,2.8,"['Family', 'Animation', 'Comedy', 'Science Fiction']",https://www.imdb.com/title/tt0117705,https://www.themoviedb.org/movie/2300,"Jokes fly as the Tune Squad takes on the Nerdlucks in a hardcourt game to decide if the Looney Tunes remain here... or become attractions at a far-off galactic off-ramp called Moron Mountain. The Nerdlucks have a monstrous secret weapon: they've stolen the skills of top NBA stars like Charles Barkley and Patrick Ewing and become Monstars. But that's not all, folks. The Tune Squad’s secret weapon just happens to be the finest player in this or any other universe. He's outta this world. So's the fun.",1996,PG,88 minutes,['English'],['Joe Pytka'],"['Michael Jordan', 'Wayne Knight', 'Theresa Randle', 'Manner Washington', 'Eric Gordon', 'Penny Bae Bridges', 'Brandon Hammond', 'Larry Bird', 'Bill Murray', 'Thom Barry', 'Charles Barkley', 'Patrick Ewing', 'Muggsy Bogues', 'Larry Johnson', 'Shawn Bradley', 'Del Harris', 'Vlade Divac', 'Cedric Ceballos', 'Paul Westphal', 'Danny Ainge', 'Bebe Drake', 'Patricia Heaton', 'Dan Castellaneta', 'Linda Lutz', 'Nicky McCrimmon', 'Kelly Vint Castro', 'William G. Schilling', 'Albert Hague', 'Michael Alaimo', ""James O'Donnell"", 'David Ursin', 'Douglas Robert Jackson', 'Alonzo Mourning', 'A. C. Green', 'Charles Oakley', 'Derek Harper', 'Jeff Malone', 'Anthony Miller', 'Sharone Wright', 'Andre Rosey Brown', 'Brad William Henke', 'Connie Ray', 'John Roselius', 'Joe Bays', 'Charles Hoyes', 'Luke Torres', 'Steven Shenbaum', 'Bean Miller', 'Billy West', 'Dee Bradley Baker', 'Danny DeVito', 'Bob Bergen', 'Bill Farmer', 'June Foray', 'Maurice LaMarche', 'Kath Soucie', 'Jocelyn Blue', 'Charity James', 'June Melby', 'Catherine Reitman', 'Colleen Wainwright', 'Dorian Harewood', 'Joey Camen', 'T.K. Carter', 'Darnell Suttles', 'Steve Kehela', 'Frank Welker', 'Ahmad Rashād', 'Jim Rome', 'Mel Blanc', 'Greg Bronson', 'Amy Chance', 'Horace Grant', 'Charles Hallahan', 'Kent Kasper', 'Steve Kerr', 'Barbara Anne Klein', 'Luc Longley', 'Brandon Loomis', 'Scottie Pippen', 'Michael Rothhaar', 'Dylan Tucker', 'Bill Wennington', 'Jim Wise']",https://image.tmdb.org/t/p/original/xIoWDHSA2ymOewcCpoUID4PpDb3.jpg
674,Barbarella,3844,2.98,"['Science Fiction', 'Adventure', 'Comedy', 'Fantasy']",https://www.imdb.com/title/tt0062711,https://www.themoviedb.org/movie/8069,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",1968,PG,98 minutes,"['English', 'Français']",['Roger Vadim'],"['Jane Fonda', 'John Phillip Law', 'Anita Pallenberg', 'Marcel Marceau', 'Claude Dauphin', 'Milo O’Shea', 'Véronique Vendell', 'Serge Marquand', 'Catherine Chevallier', 'Marie Therese Chevallier', 'David Hemmings', 'Ugo Tognazzi', 'Giancarlo Cobelli', 'Fabienne Fabre', 'Corinne Fontaine', 'Nino Musco', 'Umberto Di Grazia', 'Franco Gulà', 'Jean Saudray', 'Romolo Valli', 'Robert Rietti', 'Kitty Swan', 'Fabio Testi', 'Talitha Pol', 'Antonio Sabàto', 'Honey Autumn', 'Diane Bond', 'Silvana Venturelli', 'Carla Cassola', 'Joan Greenwood', 'María Teresa Orsini', 'Chantal Cachin']",https://image.tmdb.org/t/p/original/gY8essk1UcNZMK3VRkPpdaUQLDQ.jpg
675,Hostile Intentions,31,2.29,"['Thriller', 'Action', 'Drama']",https://www.imdb.com/title/tt0110061,https://www.themoviedb.org/movie/288173,"A weekend of fun becomes a fight for survival when three American women land in a Mexican jail. After being sexually molested by the guards, they attempt to escape with the help of a fellow prisoner.",1995,,90 minutes,"['English', 'Español']",['Catherine Cyran'],"['Tia Carrere', 'Rigg Kennedy', 'Lisa Dean Ryan', 'Tricia Leigh Fisher', 'Carlos Gómez', 'Margaret Medina']",https://image.tmdb.org/t/p/original/sM7CsjoOFCItIz1gVBZHfbkiU8S.jpg
676,They Bite,30,2.52,"['Comedy', 'Horror', 'Science Fiction']",https://www.imdb.com/title/tt0140614,https://www.themoviedb.org/movie/187851,Aliens who've come to earth to spawn deep beneath the ocean begin terrorizing a Florida beach community. An ichthyologist and a young filmmaker team up to uncover the mystery of these monsters from the deep--before they strike again.,1996,,98 minutes,['English'],['Brett Piper'],"['Donna Frotscher', 'Nick Baldasare', 'Christina Veronica', 'Charlie Barnett', 'Ron Jeremy', 'George Mazzone', 'Alex Pirnie', 'Susie Owens', 'Blake Pickett']",
677,,,,[],,,,,,,,,,
678,Some Folks Call It a Sling Blade,2859,4.07,"['Drama', 'Thriller']",https://www.imdb.com/title/tt0108181,https://www.themoviedb.org/movie/27768,"25 years after committing a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and listens in horror about his life leading up to the crime. This is the short film that inspired the full-length ""Sling Blade"".",1994,,25 minutes,['English'],['George Hickenlooper'],"['Billy Bob Thornton', 'Molly Ringwald', 'J.T. Walsh', 'Jefferson Mays', 'Suzanne Cryer', 'Abby Abernathy', 'Brent Briscoe', 'Otto Coelho', 'Abe Dalool', 'Ron Livingston', 'Aaron Wheeler', 'Bill Boll', 'Chester Dent', 'Bill Sprague', 'Joey Bilow', 'Mark Gimbrere', 'Michael Beugg', 'Linda Beugg', 'Trevor A. Tarr', 'Mike Herman', 'Glennon Schneider', 'Kevin Hell', 'Doug Hart', 'Carlos Sanchez', 'Anthony Guneratne', 'Nikywa Prevost', 'Beth Ruggiero', 'Rosalie Barron', 'Dewitte Briggs', 'Jude Barron', 'Kevin Hudnell', 'Mark Sellors', 'Lincoln Schlei', 'Joel Milner', 'Brent J. Williams']",
